study_code,timestamp_ms,platform,event_type,details_code,affected_session_id
P-39X,1778595494000,,SERVICE_STARTED,service_connected,
P-39X,1778595496300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-33X,1778595713545,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-33X,1778595743541,TIKTOK,SESSION_FINALIZED,session_saved,437
P-17X,1778595756000,,SERVICE_STARTED,service_connected,
P-17X,1778595758300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-39X,1778595901623,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-39X,1778595931619,INSTAGRAM,SESSION_FINALIZED,session_saved,439
P-16Y,1778596081000,,SERVICE_STARTED,service_connected,
P-16Y,1778596083300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-09X,1778596304657,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1778596305504,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1778596334653,INSTAGRAM,SESSION_FINALIZED,session_saved,438
P-17X,1778596335500,FACEBOOK,SESSION_FINALIZED,session_saved,440
P-16Y,1778596656272,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778596686268,FACEBOOK,SESSION_FINALIZED,session_saved,436
P-19X,1778596715000,,SERVICE_STARTED,service_connected,
P-19X,1778596717300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-08Y,1778596927000,,SERVICE_STARTED,service_connected,
P-08Y,1778596929300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-47X,1778597177000,,SERVICE_STARTED,service_connected,
P-47X,1778597179300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1778597263224,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1778597293220,FACEBOOK,SESSION_FINALIZED,session_saved,435
P-05X,1778597304954,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-25X,1778597332000,,SERVICE_STARTED,service_connected,
P-25X,1778597334300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-05X,1778597334950,FACEBOOK,SESSION_FINALIZED,session_saved,434
P-47X,1778597419551,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-47X,1778597449547,TIKTOK,SESSION_FINALIZED,session_saved,444
P-19X,1778597481441,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-19X,1778597511419,INSTAGRAM,HIGH_OOV,sentiment_unreliable,442
P-19X,1778597511437,INSTAGRAM,SESSION_FINALIZED,session_saved,442
P-25X,1778598393128,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-25X,1778598423124,INSTAGRAM,SESSION_FINALIZED,session_saved,445
P-16Y,1778598491150,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778598521128,FACEBOOK,HIGH_OOV,sentiment_unreliable,441
P-16Y,1778598521146,FACEBOOK,SESSION_FINALIZED,session_saved,441
P-08Y,1778598522535,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1778598552531,INSTAGRAM,SESSION_FINALIZED,session_saved,443
P-07X,1778626964000,,SERVICE_STARTED,service_connected,
P-07X,1778626966300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-16Y,1778627076000,,SERVICE_STARTED,service_connected,
P-16Y,1778627078300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-37X,1778627600000,,SERVICE_STARTED,service_connected,
P-37X,1778627602300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-46Y,1778627640000,,SERVICE_STARTED,service_connected,
P-46Y,1778627642300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-15X,1778627725000,,SERVICE_STARTED,service_connected,
P-15X,1778627727300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-37X,1778627780773,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-37X,1778627810769,INSTAGRAM,SESSION_FINALIZED,session_saved,448
P-47X,1778627940000,,SERVICE_STARTED,service_connected,
P-47X,1778627942300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-46Y,1778628145569,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-46Y,1778628175565,FACEBOOK,SESSION_FINALIZED,session_saved,449
P-13X,1778628183000,,SERVICE_STARTED,service_connected,
P-13X,1778628185300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-30Y,1778628281000,,SERVICE_STARTED,service_connected,
P-30Y,1778628283300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-05X,1778628396000,,SERVICE_STARTED,service_connected,
P-05X,1778628398300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-04Y,1778628677000,,SERVICE_STARTED,service_connected,
P-04Y,1778628679300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-47X,1778628684096,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-47X,1778628714092,TIKTOK,SESSION_FINALIZED,session_saved,451
P-16Y,1778628967371,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-30Y,1778628969129,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778628997367,TIKTOK,SESSION_FINALIZED,session_saved,447
P-30Y,1778628999125,TIKTOK,SESSION_FINALIZED,session_saved,453
P-21X,1778629133000,,SERVICE_STARTED,service_connected,
P-21X,1778629135300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1778629293527,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778629323523,INSTAGRAM,SESSION_FINALIZED,session_saved,446
P-03X,1778629332000,,SERVICE_STARTED,service_connected,
P-03X,1778629334300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-21X,1778629554158,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1778629584154,TIKTOK,SESSION_FINALIZED,session_saved,456
P-11X,1778629765000,,SERVICE_STARTED,service_connected,
P-11X,1778629767300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-15X,1778629797472,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-15X,1778629827468,TIKTOK,SESSION_FINALIZED,session_saved,450
P-44Y,1778629899000,,SERVICE_STARTED,service_connected,
P-44Y,1778629901300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1778630264916,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-44Y,1778630287310,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1778630294894,INSTAGRAM,HIGH_OOV,sentiment_unreliable,455
P-04Y,1778630294912,INSTAGRAM,SESSION_FINALIZED,session_saved,455
P-44Y,1778630317306,TIKTOK,SESSION_FINALIZED,session_saved,459
P-13X,1778630407062,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-13X,1778630437040,TIKTOK,HIGH_OOV,sentiment_unreliable,452
P-13X,1778630437058,TIKTOK,SESSION_FINALIZED,session_saved,452
P-05X,1778631102000,,SERVICE_STARTED,service_connected,
P-05X,1778631104300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-11X,1778631216229,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1778631246225,INSTAGRAM,SESSION_FINALIZED,session_saved,458
P-05X,1778631440371,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1778631470367,FACEBOOK,SESSION_FINALIZED,session_saved,454
P-02Y,1778631593000,,SERVICE_STARTED,service_connected,
P-02Y,1778631595300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-16Y,1778631761000,,SERVICE_STARTED,service_connected,
P-16Y,1778631763300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1778632054000,,SERVICE_STARTED,service_connected,
P-04Y,1778632056300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-03X,1778632185019,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1778632215015,FACEBOOK,SESSION_FINALIZED,session_saved,457
P-05X,1778632273326,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1778632303322,TIKTOK,SESSION_FINALIZED,session_saved,460
P-16Y,1778633002380,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778633032376,TIKTOK,SESSION_FINALIZED,session_saved,462
P-05X,1778633812000,,SERVICE_STARTED,service_connected,
P-05X,1778633814300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-02Y,1778634237696,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1778634267692,INSTAGRAM,SESSION_FINALIZED,session_saved,461
P-02Y,1778634333000,,SERVICE_STARTED,service_connected,
P-02Y,1778634335300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1778635066000,,SERVICE_STARTED,service_connected,
P-16Y,1778635068300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-05X,1778635246926,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1778635276922,FACEBOOK,SESSION_FINALIZED,session_saved,464
P-08Y,1778635454000,,SERVICE_STARTED,service_connected,
P-08Y,1778635456300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1778635742555,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1778635772533,FACEBOOK,HIGH_OOV,sentiment_unreliable,463
P-04Y,1778635772551,FACEBOOK,SESSION_FINALIZED,session_saved,463
P-18Y,1778636191000,,SERVICE_STARTED,service_connected,
P-18Y,1778636193300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-14Y,1778636368000,,SERVICE_STARTED,service_connected,
P-14Y,1778636370300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-19X,1778636385000,,SERVICE_STARTED,service_connected,
P-19X,1778636387300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1778636510000,,SERVICE_STARTED,service_connected,
P-10Y,1778636512300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1778636588000,,SERVICE_STARTED,service_connected,
P-07X,1778636590300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-02Y,1778636688355,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1778636718351,TIKTOK,SESSION_FINALIZED,session_saved,465
P-20Y,1778636778000,,SERVICE_STARTED,service_connected,
P-20Y,1778636780300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1778636785000,,SERVICE_STARTED,service_connected,
P-01X,1778636787300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1778636788349,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778636818345,FACEBOOK,SESSION_FINALIZED,session_saved,466
P-19X,1778636931279,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-19X,1778636961275,TIKTOK,SESSION_FINALIZED,session_saved,470
P-11X,1778637095000,,SERVICE_STARTED,service_connected,
P-11X,1778637097300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-20Y,1778637314365,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-20Y,1778637344343,TIKTOK,HIGH_OOV,sentiment_unreliable,473
P-20Y,1778637344361,TIKTOK,SESSION_FINALIZED,session_saved,473
P-08Y,1778637422087,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1778637452083,TIKTOK,SESSION_FINALIZED,session_saved,467
P-18Y,1778637521884,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-18Y,1778637551880,TIKTOK,SESSION_FINALIZED,session_saved,468
P-05X,1778637806000,,SERVICE_STARTED,service_connected,
P-05X,1778637808300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-01X,1778637897000,,SERVICE_STARTED,service_connected,
P-01X,1778637899300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1778637980545,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1778638010541,TIKTOK,SESSION_FINALIZED,session_saved,474
P-11X,1778638453033,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1778638483029,FACEBOOK,SESSION_FINALIZED,session_saved,475
P-14Y,1778638637804,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1778638667800,INSTAGRAM,SESSION_FINALIZED,session_saved,469
P-31X,1778638720000,,SERVICE_STARTED,service_connected,
P-31X,1778638722300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-13X,1778638813000,,SERVICE_STARTED,service_connected,
P-13X,1778638815300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1778638869898,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778638871000,,SERVICE_STARTED,service_connected,
P-07X,1778638873300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1778638899876,INSTAGRAM,HIGH_OOV,sentiment_unreliable,471
P-10Y,1778638899894,INSTAGRAM,SESSION_FINALIZED,session_saved,471
P-17X,1778638952000,,SERVICE_STARTED,service_connected,
P-17X,1778638954300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-40Y,1778639280000,,SERVICE_STARTED,service_connected,
P-40Y,1778639282300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1778639313926,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778639343922,FACEBOOK,SESSION_FINALIZED,session_saved,472
P-31X,1778639506048,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-31X,1778639536026,INSTAGRAM,HIGH_OOV,sentiment_unreliable,478
P-31X,1778639536044,INSTAGRAM,SESSION_FINALIZED,session_saved,478
P-03X,1778639562000,,SERVICE_STARTED,service_connected,
P-03X,1778639564300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-50Y,1778639593000,,SERVICE_STARTED,service_connected,
P-50Y,1778639595300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-46Y,1778639608000,,SERVICE_STARTED,service_connected,
P-46Y,1778639610300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-17X,1778639642097,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1778639672093,TIKTOK,SESSION_FINALIZED,session_saved,481
P-05X,1778639792972,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-46Y,1778639816545,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1778639822968,FACEBOOK,SESSION_FINALIZED,session_saved,476
P-46Y,1778639846541,FACEBOOK,SESSION_FINALIZED,session_saved,485
P-40Y,1778639949665,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-40Y,1778639979643,INSTAGRAM,HIGH_OOV,sentiment_unreliable,482
P-40Y,1778639979661,INSTAGRAM,SESSION_FINALIZED,session_saved,482
P-50Y,1778640142697,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778640158000,,SERVICE_STARTED,service_connected,
P-07X,1778640160300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-50Y,1778640172693,INSTAGRAM,SESSION_FINALIZED,session_saved,484
P-13X,1778640528834,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-13X,1778640558812,TIKTOK,HIGH_OOV,sentiment_unreliable,479
P-13X,1778640558830,TIKTOK,SESSION_FINALIZED,session_saved,479
P-07X,1778640812958,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778640842954,TIKTOK,SESSION_FINALIZED,session_saved,480
P-50Y,1778641704000,,SERVICE_STARTED,service_connected,
P-50Y,1778641706300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-34Y,1778641739000,,SERVICE_STARTED,service_connected,
P-34Y,1778641741300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1778641783000,,SERVICE_STARTED,service_connected,
P-04Y,1778641785300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1778641896905,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-50Y,1778641905834,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778641926901,INSTAGRAM,SESSION_FINALIZED,session_saved,486
P-50Y,1778641935830,FACEBOOK,SESSION_FINALIZED,session_saved,487
P-01X,1778641986029,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-34Y,1778641987402,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1778642016025,TIKTOK,SESSION_FINALIZED,session_saved,477
P-34Y,1778642017398,TIKTOK,SESSION_FINALIZED,session_saved,488
P-01X,1778642050000,,SERVICE_STARTED,service_connected,
P-01X,1778642052300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-21X,1778642299000,,SERVICE_STARTED,service_connected,
P-21X,1778642301300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1778642922166,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1778642952162,TIKTOK,SESSION_FINALIZED,session_saved,489
P-21X,1778642992769,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1778643022765,TIKTOK,SESSION_FINALIZED,session_saved,491
P-03X,1778643139027,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1778643169005,FACEBOOK,HIGH_OOV,sentiment_unreliable,483
P-03X,1778643169023,FACEBOOK,SESSION_FINALIZED,session_saved,483
P-01X,1778643767736,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1778643797732,TIKTOK,SESSION_FINALIZED,session_saved,490
P-28Y,1778643862000,,SERVICE_STARTED,service_connected,
P-28Y,1778643864300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-08Y,1778643975000,,SERVICE_STARTED,service_connected,
P-08Y,1778643977300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-05X,1778644050000,,SERVICE_STARTED,service_connected,
P-05X,1778644052300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-28Y,1778644441938,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-28Y,1778644471916,FACEBOOK,HIGH_OOV,sentiment_unreliable,492
P-28Y,1778644471934,FACEBOOK,SESSION_FINALIZED,session_saved,492
P-12Y,1778644653000,,SERVICE_STARTED,service_connected,
P-12Y,1778644655300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-02Y,1778644768000,,SERVICE_STARTED,service_connected,
P-02Y,1778644770300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1778646084000,,SERVICE_STARTED,service_connected,
P-07X,1778646086300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1778646712000,,SERVICE_STARTED,service_connected,
P-16Y,1778646714300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-15X,1778646784000,,SERVICE_STARTED,service_connected,
P-15X,1778646786300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-02Y,1778646848036,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1778646867028,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1778646878032,TIKTOK,SESSION_FINALIZED,session_saved,496
P-08Y,1778646897024,INSTAGRAM,SESSION_FINALIZED,session_saved,493
P-24Y,1778646931000,,SERVICE_STARTED,service_connected,
P-24Y,1778646933300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-11X,1778646954000,,SERVICE_STARTED,service_connected,
P-11X,1778646956300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-45X,1778647136000,,SERVICE_STARTED,service_connected,
P-45X,1778647138300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-05X,1778647427173,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1778647457169,TIKTOK,SESSION_FINALIZED,session_saved,494
P-07X,1778647470640,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778647500636,TIKTOK,SESSION_FINALIZED,session_saved,497
P-12Y,1778647549680,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1778647579676,INSTAGRAM,SESSION_FINALIZED,session_saved,495
P-45X,1778647798850,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-45X,1778647828846,FACEBOOK,SESSION_FINALIZED,session_saved,502
P-24Y,1778647879634,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-24Y,1778647909612,INSTAGRAM,HIGH_OOV,sentiment_unreliable,500
P-24Y,1778647909630,INSTAGRAM,SESSION_FINALIZED,session_saved,500
P-15X,1778647975728,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778647979000,,SERVICE_STARTED,service_connected,
P-07X,1778647981300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-15X,1778648005724,INSTAGRAM,SESSION_FINALIZED,session_saved,499
P-03X,1778648019000,,SERVICE_STARTED,service_connected,
P-03X,1778648021300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1778648143559,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1778648173537,FACEBOOK,HIGH_OOV,sentiment_unreliable,498
P-16Y,1778648173555,FACEBOOK,SESSION_FINALIZED,session_saved,498
P-06Y,1778648467000,,SERVICE_STARTED,service_connected,
P-06Y,1778648469300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-49X,1778648520000,,SERVICE_STARTED,service_connected,
P-49X,1778648522300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1778648781000,,SERVICE_STARTED,service_connected,
P-10Y,1778648783300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-49X,1778648791043,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-49X,1778648821039,TIKTOK,SESSION_FINALIZED,session_saved,506
P-22Y,1778649096000,,SERVICE_STARTED,service_connected,
P-22Y,1778649098300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-19X,1778649107000,,SERVICE_STARTED,service_connected,
P-19X,1778649109300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-11X,1778649112569,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1778649142547,INSTAGRAM,HIGH_OOV,sentiment_unreliable,501
P-11X,1778649142565,INSTAGRAM,SESSION_FINALIZED,session_saved,501
P-14Y,1778649398000,,SERVICE_STARTED,service_connected,
P-14Y,1778649400300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-12Y,1778649425000,,SERVICE_STARTED,service_connected,
P-12Y,1778649427300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-21X,1778649543000,,SERVICE_STARTED,service_connected,
P-21X,1778649545300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1778649716346,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1778649746324,FACEBOOK,HIGH_OOV,sentiment_unreliable,505
P-06Y,1778649746342,FACEBOOK,SESSION_FINALIZED,session_saved,505
P-02Y,1778649754000,,SERVICE_STARTED,service_connected,
P-02Y,1778649756300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-05X,1778649909000,,SERVICE_STARTED,service_connected,
P-05X,1778649911300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1778649981485,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1778650011481,TIKTOK,SESSION_FINALIZED,session_saved,503
P-22Y,1778650163105,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1778650180548,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-22Y,1778650193083,FACEBOOK,HIGH_OOV,sentiment_unreliable,508
P-22Y,1778650193101,FACEBOOK,SESSION_FINALIZED,session_saved,508
P-21X,1778650210544,TIKTOK,SESSION_FINALIZED,session_saved,512
P-03X,1778650258585,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-19X,1778650265396,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1778650288581,TIKTOK,SESSION_FINALIZED,session_saved,504
P-19X,1778650295392,INSTAGRAM,SESSION_FINALIZED,session_saved,509
P-14Y,1778650350372,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1778650380350,TIKTOK,HIGH_OOV,sentiment_unreliable,510
P-14Y,1778650380368,TIKTOK,SESSION_FINALIZED,session_saved,510
P-06Y,1778650560000,,SERVICE_STARTED,service_connected,
P-06Y,1778650562300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1778650574000,,SERVICE_STARTED,service_connected,
P-01X,1778650576300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-20Y,1778650623000,,SERVICE_STARTED,service_connected,
P-20Y,1778650625300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-10Y,1778650818475,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1778650843000,,SERVICE_STARTED,service_connected,
P-08Y,1778650845300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1778650848471,TIKTOK,SESSION_FINALIZED,session_saved,507
P-12Y,1778650856590,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1778650870000,,SERVICE_STARTED,service_connected,
P-04Y,1778650872300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-12Y,1778650886586,INSTAGRAM,SESSION_FINALIZED,session_saved,511
P-33X,1778650889000,,SERVICE_STARTED,service_connected,
P-33X,1778650891300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-33X,1778651290842,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-20Y,1778651294538,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-33X,1778651320838,FACEBOOK,SESSION_FINALIZED,session_saved,520
P-20Y,1778651324534,FACEBOOK,SESSION_FINALIZED,session_saved,517
P-09X,1778651378000,,SERVICE_STARTED,service_connected,
P-09X,1778651380300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1778651462822,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1778651492818,TIKTOK,SESSION_FINALIZED,session_saved,513
P-09X,1778652341502,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1778652371498,TIKTOK,SESSION_FINALIZED,session_saved,521
P-04Y,1778652747103,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1778652777099,TIKTOK,SESSION_FINALIZED,session_saved,519
P-01X,1778652849127,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1778652879105,INSTAGRAM,HIGH_OOV,sentiment_unreliable,516
P-01X,1778652879123,INSTAGRAM,SESSION_FINALIZED,session_saved,516
P-06Y,1778653238425,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1778653268421,TIKTOK,SESSION_FINALIZED,session_saved,515
P-07X,1778653504000,,SERVICE_STARTED,service_connected,
P-07X,1778653506300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-09X,1778653642000,,SERVICE_STARTED,service_connected,
P-09X,1778653644300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-31X,1778653775000,,SERVICE_STARTED,service_connected,
P-31X,1778653777300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-08Y,1778653933278,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
